Title,Release date,Time Period,Start Time,End Time,Location,genre_ids,movie_id,original_language,overview,popularity,title,video,vote_average,vote_count,genres,name,keywords,Full Location,latitude,longitude,ARS
The Alamo,1960,1836,1836,1836,San Antonio,[37],11209,en,The legendary true story of a small band of soldiers who sacrificed their lives in hopeless combat against a massive army in order to prevent a tyrant from smashing the new Republic of Texas.,11.298,The Alamo,FALSE,7.3,252,['Western'],"John Wayne, Richard Widmark, Laurence Harvey, Frankie Avalon, Patrick Wayne, Linda Cristal, Joan O'Brien, Chill Wills, Joseph Calleia, Ken Curtis, Carlos Arruza, Jester Hairston, Veda Ann Borg, John Dierkes, Denver Pyle, Aissa Wayne, Hank Worden, William Henry, Bill Daniel, Wesley Lau, Chuck Roberson, Guinn Williams, Olive Carey, Ruben Padilla, Richard Boone, Jack Pennick, George Ross, J.R. Miller, Danny Borzage","texas, assault, alamo, mexican army","San Antonio, Bexar County, Texas, 78205, United States",29.4246002,-98.4951405,33
The Alamo,2004,1836,1836,1836,San Antonio,"[37, 36, 10752]",10733,en,"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio, Texas.",13.095,The Alamo,FALSE,5.9,251,"['Western', 'History', 'War']","Dennis Quaid, Billy Bob Thornton, Jason Patric, Patrick Wilson, Emilio Echevarría, Edwin Hodge, Emily Deschanel, Jordi Mollà, Leon Rippy, Tommy Davidson, Marc Blucas, Robert Prentiss, Kevin Page, Joe Stevens, Stephen Bruton, Laura Clifton, Ricardo Chavira, Steven Chester Prince, Estephania LeBaron, Brandon Smith, Elena Hurst, Rance Howard, Nathan Price","texas, uprising, alamo","San Antonio, Bexar County, Texas, 78205, United States",29.4246002,-98.4951405,18
The Young Victoria,2009,1836-1840,1836,1840,UK,"[18, 36, 10749]",18320,en,"As the only legitimate heir of England's King William, teenage Victoria gets caught up in the political machinations of her own family. Victoria's mother wants her to sign a regency order, while her Belgian uncle schemes to arrange a marriage between the future monarch and Prince Albert, the man who will become the love of her life.",19.752,The Young Victoria,FALSE,7.2,850,"['Drama', 'History', 'Romance']","Emily Blunt, Rupert Friend, Paul Bettany, Miranda Richardson, Jim Broadbent, Thomas Kretschmann, Mark Strong, Jesper Christensen, Harriet Walter, Jeanette Hain, Michiel Huisman, Rachael Stirling, Julian Glover, Michael Maloney, Genevieve O'Reilly, Morven Christie, Tom Fisher, David Horovitch, Michaela Brooks, Grace Smith, Shaun Dingwall, Malcolm Sinclair, Josef Altin, Bernard Lloyd, David Robb, Tom Brooke, Jo Hartley, Princess Beatrice","royal family, biography, royalty, period drama, queen victoria, prince albert, 19th century, british monarchy",United Kingdom,54.7023545,-3.2765753,45
How the West Was Won,1962,1839-1889,1839,1889,Illinois,[37],11897,en,"The epic tale of the development of the American West from the 1830s through the Civil War to the end of the century, as seen through the eyes of one pioneer family.",12.992,How the West Was Won,FALSE,7.1,308,['Western'],"Carroll Baker, Lee J. Cobb, Henry Fonda, Carolyn Jones, Karl Malden, Gregory Peck, George Peppard, Robert Preston, Debbie Reynolds, James Stewart, Eli Wallach, John Wayne, Richard Widmark, Brigid Bazlen, Walter Brennan, David Brian, Andy Devine, Raymond Massey, Agnes Moorehead, Harry Morgan, Thelma Ritter, Mickey Shaughnessy, Russ Tamblyn, Spencer Tracy, Harry Dean Stanton, Lee Van Cleef, Rodolfo Acosta, Clinton Sundberg, Willis Bouchey, Claude Johnson, Kim Charney, Bryan Russell, Stanley Livingston, Jay C. Flippen, Tudor Owen, Karl Swenson, James Griffith, Jack Pennick, Jim Michael","river, settler, caravan, epic, frontier, outlaw, native american, colonisation, family, riverboat","Illinois, United States",40.0796606,-89.4337288,46
The Opium War,1997,1839-42,1839,1842,China,"[18, 10752, 36]",161382,zh,"The story of the Opium War between China, in the waning days of the Qing Dynasty, and the British Empire, in the 1830s, and the subsequent takeover of Hong Kong by Britain; through the eyes of the key figures, fiercely nationalistic Lin Zexu, and opportunistic British naval diplomat Charles Elliot.",1.853,The Opium War,FALSE,6.5,5,"['Drama', 'War', 'History']","Debra Beaumont, Simon Williams, Pao Guoan, Oliver Cotton, Nigel Davenport, Rob Freeman, Emma Griffiths Malin, Garrick Hagon, Hua Jiang, Philip Jackson, Dominic Jephcott, Ko Hsiang-Ting, Liankun Lin, Bob Peck, Gao Yuan","british empire, battle, chinese emperor",中国,35.000074,104.999927,17
Amistad,1997,1839-1841,1839,1841,Cuba,"[18, 36, 9648]",11831,en,"In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally.",4.059,Amistad,FALSE,7,995,"['Drama', 'History', 'Mystery']","Morgan Freeman, Nigel Hawthorne, Anthony Hopkins, Djimon Hounsou, Matthew McConaughey, David Paymer, Pete Postlethwaite, Stellan Skarsgård, Razaaq Adoti, Abu Bakaar Fofanah, Anna Paquin, Tomas Milian, Chiwetel Ejiofor, Derrick N. Ashong, Geno Silva, John Ortiz, Ralph Brown, Darren E. Burrows, Allan Rich, Paul Guilfoyle, Peter Firth, Xander Berkeley, Jeremy Northam, Arliss Howard, Willie Amakye, Luc Assogba, Mariah Campbell, Habib Conteh, Stephen Conteh, Monguehy Fanzy, Jimmy Fotso, Adekunle Ilori, Sheriff Kargbo, Saye Lah, Sylvestre Massaquoi, Samson Odede, Chike Okpala, Willie Onafesso, Samuel Pieh, Lansana Sawi, Abu Sidique, El Hadj Malik Sow, Lamine Thiam, Austin Pendleton, Daniel von Bargen, Rusty Schwimmer, Pedro Armendáriz Jr., Frank T. Wells, Michael Massee, Roy Cooper, Jake Weber, Victor Rivers, Joseph Kosseh, Steve Passewe, Sherly Acosta Williams, Matt Sarles, George Gerdes, Gerald R. Molen, Kevin J. O'Connor, Robert Walsh, Sean McGuirk, Tony Owen, William Young, Michael Riley, León Singer, Castulo Guerra, Harry Groener, Hawthorne James, Ingrid Walters, Harry A. Blackmun, Curtis Shields, Carlos Spivey, Charles Udoma, Andrew L. Josiah, Tony Onafesso, Peter Mansaray, Clarence Mobley, Brian Macon, Edward Appiah, Denver Dowridge, Paul Mwakutuya, Rory Burton, Samuel Orekhio, Omo Lara Tosin, Ransford Thomas, Juliette Darko, Isaac Mayanja, Charlean Isata Bangalie, Roosevelt Flenoury, M.S. Kaleiwo, Tesfay Yohannes, George Kamara, Abdul-Fatai Balogun, Yaya Sissoko, Amadou Traore, Marlon Francis, Bundu Kamara, James Moses, Daniel Reid, Seydou Coulibaly, Lawal Tajudeen, Lester Mombelly, Ibrahim Sesay, Jeremy Shelton, Andrew Shoemo, Prince Coke, Ahmed Bangura, Bernard Singleton, Desere Mondon, Baboucar Jobe, Christopher Annino, John D. Bair, Susan Bergeron, Eric Bruno Borgman, Luis Cabrera, Craig Calman, KimStacy Carter, Lisa Cavanaugh, Leonard Clifton, Alex Daunis, Nino Del Padre, Johnny Egan, Chris Fagan, Lawrence Gaughan, Morgan Hobart, Nick King, Tommy Lynch, Luis Muñoz, Ungenita Prevost, Glendon Rich, Kevin M. Simon, John H. Tobin, Harrison Young","cuba, mutiny, slavery, sentence, historical figure, tall ship, slave trade",Cuba,23.0131338,-80.8328748,45
Song of Love,1947,1840-1856,1840,1856,Germany,"[18, 10402, 10749]",130899,en,"Composer Robert Schumann struggles to compose his symphonies while his loving wife Clara offers her support. Also helping the Schumanns is their lifelong friend, composer Johannes Brahms.",2.208,Song of Love,FALSE,6.8,7,"['Drama', 'Music', 'Romance']","Katharine Hepburn, Paul Henreid, Robert Walker, Henry Daniell, Leo G. Carroll, Elsa Janssen, Gigi Perreau, 'Tinker' Furlong, Ann Carter, Janine Perreau, Jimmy Hunt, Anthony Sydes, Eilene Janssen, Roman Bohnen, Ludwig Stössel, Tala Birell, Kurt Katch, Henry Stephenson, Konstantin Shayne","love triangle, composer, classical music",Deutschland,51.0834196,10.4234469,18
The Emigrants,1971,1840,1840,1840,Minnesota,"[18, 36]",40732,sv,"A Swedish peasant family, ravaged by poverty, privation and misery in mid-19th century Sweden, set out on a perilous journey to America in hope of a better life.",10.052,The Emigrants,FALSE,7.4,82,"['Drama', 'History']","Max von Sydow, Liv Ullmann, Allan Edwall, Eddie Axberg, Monica Zetterlund, Pierre Lindstedt, Hans Alfredson, Sven-Olof Bern, Aina Alfredsson, Ulla Smidje, Eva-Lena Zetterlund, Gustaf Färingborg, Åke Fridell, Agneta Prytz, Halvar Björk, Arnold Alfredsson, Bror Englund, Tom C. Fouts, Peter Høimark, Staffan Liljander, Göran Lundin, Ditte Martinsson, Lasse Martinsson, Pelle Martinsson, Annika Nyhammar, Yvonne Oppstedt, Bruno Sörwing, Linn Ullmann, Erik Johansson","husband wife relationship, american dream, farm worker, ship, the new world, hardship, sailing ship, seasickness, sea voyage, journey, emigrant, 19th century, swedish family","Minnesota, United States",45.9896587,-94.6113288,13
12 Years a Slave,2013,1841-1853,1841,1853,New York,"[18, 36]",76203,en,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",31.743,12 Years a Slave,FALSE,7.9,9518,"['Drama', 'History']","Chiwetel Ejiofor, Michael Fassbender, Lupita Nyong'o, Benedict Cumberbatch, Paul Dano, Sarah Paulson, Adepero Oduye, Scoot McNairy, Paul Giamatti, Brad Pitt, Michael Kenneth Williams, Alfre Woodard, Chris Chalk, Taran Killam, Bill Camp, Kelsey Scott, Bryan Batt, Quvenzhané Wallis, Garret Dillahunt, Dwight Henry, Dickie Gravois, Ashley Dyke, Cameron Zeigler, Tony Bentley, Christopher Berry, Mister Mackey Jr., Craig Tate, Storm Reid, Tom Proctor, Marc Macaulay, Vivian Fleming-Alvarez, Douglas M. Griffin, John McConnell, Marcus Lyle Brown, Richard Holden, Rob Steinberg, Anwan Glover, James C. Victor, Liza J. Bennett, Nicole Collins, J.D. Evermore, Andy Dylan, Deneen Tyler, Mustafa Harris, Gregory Bright, Austin Purnell, Thomas Francis Murphy, Andre De'Sean Shanks, Kelvin Harrison Jr., Scott M. Jefferson, Isaiah Jackson, Topsy Chapman, Devin Maurice Evans, Jay Huguley, Devyn A. Tyler, Willo Jean-Baptiste, Jason Ament, Jon Arthur, Sean Paul Braud, Blake Burt, Carroll Burt, Edward J. Clare, JJ Coker, Haylie Creppel, Justin Edward Davis, Jim Johnson, Mark Joyce, John C. Klein, Cynthia LeBlanc, Elton LeBlanc, Gerard 'Jerry' Lewis, Kevonte Mcdonald, Ritchie Montgomery, Jason Owen, Shawn Parsons, Haley Powell, Wayne Pére, Terrell Ransom Jr., Erin Rementer, Andre Robinson, Corrina Roshea Bobb, Jarett Shorts, Chaz Smith, Tyler Soerries, Tre Tureaud, Justin Christopher Vaughn, Bob Walker, Caroline Grace Williamson, Timothy Wyant","slavery, plantation, based on memoir or autobiography, violin player, physical abuse, black slave, usa history, slave owner, 19th century, sold into slavery, abolitionist, abuse of power, african american history","New York, United States",40.7127281,-74.0060152,20
Gangs of New York,2002,1846-1863,1846,1863,New York City,"[18, 36, 80]",3131,en,"It's 1863. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",20.542,Gangs of New York,FALSE,7.3,5370,"['Drama', 'History', 'Crime']","Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent, John C. Reilly, Henry Thomas, Liam Neeson, Brendan Gleeson, Gary Lewis, Stephen Graham, Eddie Marsan, Alec McCowen, David Hemmings, Lawrence Gilliard Jr., Cara Seymour, Roger Ashton-Griffiths, Peter-Hugo Daly, Barbara Bouchet, Michael Byrne, Brendan Dempsey, Nick Bartlett, Flaminia Fegarotti, Rab Affleck, Tim Pigott-Smith, Sean Gilder, David Bamber, Lucy Davenport, John Sessions, Angela Pleasence, Giovanni Lombardo Radice, Peter Berling, Richard Graham, Richard Strange, Iain McColl, James Ramsey, Alex Howden, Richard Syms, Tim Faraday, David Nicholls, Sean McGinley, Terry O'Neill, John McGlynn, Ian Pirie, Ottaviano Dell'Acqua, Trevor Cooper, Martin Scorsese, Massimo Vanni, Salvatore Billa, Alexia Murray, Marcello Fonte, Vincenzo Tanassi, Michele Bevilacqua, Paolo Lorimer, Finbar Furey, Liam Carney, Gary McCormack, David McBlain, Cian McCormack, Andrew Gallagher, Bill Barclay, Robert Goodman, Ford Kiernan, Laurie Ventry, Alec McMahon, Dick Holland, Katherine Wallach, Carmen Hanlon, Ilaria D'Elia, Nevan Finegan, Dominiquie Vandenberg, Sai-Kit Yung, Basil Chung, Douglas Plasse, R. Bruce Steinheimer, Maura O'Connell, Louie Brownsell, Gennaro Condemi, Kieran Hurley, Michael H. Billingsley, Steven Blake, Bronco McLoughlin, Channing C. Holmes, Eliane Chappuis, Roberta Quaresima, Marta Pilato, Jian Su, Man Cao, Kathy Shao-Lin Lee, Alexander Deng, Patrick Gordon, Brendan White, Taddeo Harbutt, Nazzareno Natale, Robert Linge, Christian Burgess, Gerry Robert Byrne, John Anthony Murphy, Vincent Pickering, Nick Miles, Larry Kaplan, Leo Burmester, Justin Brennan, Brian Mallon, Joseph P. Reidy, Joel Strachan, Bill Murdoch, Iain Agnew, Michael Hausman, Bob Colletti, Katy Monique Cuomo, Franco Venditti, Alan McMahon, Steven C. Matthews, Philip Kirk, Ellizzette Duvall, Colin Hill, Pietro Torrisi","fire, irish-american, immigrant, gang war, pickpocket, ship, gang of thieves, butcher, pig, army, rescue, gang, 19th century","New York, United States",40.7127281,-74.0060152,111
80 Hussars,1978,1848,1848,1848,Hungary,"[18, 10752]",89665,hu,"The film tells the story of a regiment of Hungarian hussars stationed in Poland. The hussars, mostly ordinary men, have heard news of the uprising and wish to return to the homeland to defend the newly independent country. The Empire, on the other hand, is firmly resolved that all Hungarian troops in the imperial army should be kept as far away from the trouble spot as possible, knowing that most soldiers would be loyal to Budapest rather than Vienna.",1.478,80 Hussars,FALSE,6.1,6,"['Drama', 'War']","Dózsa László, György Cserhalmi, Juhász Jácint, József Madaras","patriotism, revolution, bravery, hussars, austria-hungary",Magyarország,47.1817585,19.5060937,2
The Warlords,2007,1850-1864,1850,1864,China,"[28, 18, 36]",14392,zh,"A heroic tale of three blood brothers and their struggle in the midst of war and political upheaval. It is based on ""The Assassination of Ma,"" a Qing Dynasty (1644-1911) story about the killing of general Ma Xinyi.",16.359,The Warlords,FALSE,6.7,223,"['Action', 'Drama', 'History']","Jet Li, Andy Lau, Takeshi Kaneshiro, Xu Jinglei, Wei Zongwan, Gu Bao-Ming, Wang Kuirong, Zhou Bo, Guo Xiaodong, Zhaoqi Shi, Guo Peng, Ding Kai, Yu Ailei, Sun Jian, Wong Dungdung, Tao Hai, Wang Xichao, Wong Hau-Wan, Li Chong-Xiao, Jacky Heung, Eric Zhang","civil war, assassin, general, dynasty, brother, blood brother, 19th century",中国,35.000074,104.999927,25
Dead or Alive,1980,1851,1851,1851,Hungary,[12],388086,hu,"1852. Gáspár Noszlopy escapes from prison in order to capture the emperor, who is to visit Hungary, with his companions and force him to sign the Declaration of Independence. He is only able to find four fanatic men, as his one-time soldiers have already accepted the established order as unalterable, each of them having found a satisfactory way of life and unwilling to undertake a suicidal experiment.",0.84,Dead or Alive,FALSE,0,0,['Adventure'],"Lajos Balázsovits, György Cserhalmi, Dezső Garas, Géza Tordy, Károly Mécs, Đoko Rosić",,Magyarország,47.1817585,19.5060937,4
Eureka Stockade,1949,1854,1854,1854,Ballarat,"[18, 36]",68113,en,"Spectacular account of the infamous Eureka Stockade, and the events leading up to it.",2.986,Eureka Stockade,FALSE,5.6,9,"['Drama', 'History']","Chips Rafferty, Jane Barrett, Peter Finch, Jack Lambert, Peter Illing, Gordon Jackson, Ralph Truman, Sydney Loder, John Fernside, Grant Taylor, Kevin Brennan, Mary Ward, John Fegan, Al Thomas, Ron Whelan, Dorothy Alison, Reg Wykeham, Nigel Lovell, John Cazabon","gold rush, australia, rebellion, 19th century, australian western","Ballarat, City of Ballarat, Victoria, 3350, Australia",-37.5623025,143.8605649,18
Sissi,1955,1854,1854,1854,Austria,"[35, 18, 10749]",457,de,"The young Bavarian princess Elisabeth, who all call Sissi, goes with her mother and older sister Néné to Austria where Néné will be wed to an emperor named Franz Joseph, Yet unexpectedly Franz runs into Sissi while out fishing and they fall in love.",14.558,Sissi,FALSE,7.4,382,"['Comedy', 'Drama', 'Romance']","Romy Schneider, Karlheinz Böhm, Magda Schneider, Uta Franz, Gustav Knuth, Vilma Degischer, Josef Meinrad, Erich Nikowitz, Peter Weck, Hilde Wagener, Karl Fochler, Otto Treßler, Egon von Jordan, Franz Böheim","sibling relationship, love at first sight, husband wife relationship, marriage proposal, attachment to nature, love of one's life, anonymity, bavaria, germany, emperor, mistake in person, love of animals, ball, horseback riding, telegram, bad mother-in-law, chase, schloss schönbrunn, wedding, vienna, austria, austria-hungary",Österreich,47.59397,14.12456,2
